"id","created_at","text","retweet_count","favorite_count"
"1219331510962094082","2020-01-20 18:51:00","RT @adhalperin: בפינתנו 'הבידוד המדיני':  בזמן אוסלו הגיעו לישראל 3 (!) ראשי ממשלות ביחד, והפרשנים התמוגגו: ""מחזה כזה לא היה אפשרי לפני אוס…","41","0"
"1219331446294401024","2020-01-20 18:50:45","החיוך של יונית לוי בשידור לאחר הדיווח על כך ש״עוצמה״ רצה עד הסוף, אומר הכל...","43","930"
"1219330011905380352","2020-01-20 18:45:03","RT @sari_azoulay: תכנית סודית שכבר מזמן לא סודית, מדובר בבנט לפיד ליברמן","5","0"
"1219329772775444481","2020-01-20 18:44:06","RT @mcl_bgn: אוקיי, בואו נחסוך את המתח: בן גביר לא עובר חסימה כמה קולות של ימין טפש ירוויחו מזה מרצ וההיבא יזבק המשותפת?  נגלה ב 2.3 השארו…","20","0"
"1219316776724504578","2020-01-20 17:52:28","RT @ayeletmm: אף ח""כ מהמשותפת לא לגיטימי לשבת בכנסת ישראל, לא רק בל""ד.","8","0"
"1219301370689466368","2020-01-20 16:51:14","RT @MidaWebsite: בפעם הבאה ששופט או פרקליט ילינו על ביקורת כלפיהם, פשוט תשמיעו להם את ההקלטה הלא-תאמן שנחשפה היום, ותזכירו מי בדיוק ריסק את…","81","0"
"1219293733029543938","2020-01-20 16:20:53","RT @ohana_israel: יש לי תחושה שאם נבדוק את פלט השיחות של עו""ד בן מאיר מבחירות מועד א' 2019 נמצא שם שיחה או שתיים עם רונן ברגמן. תחושה.  #תח…","4","0"
"1219293010380369920","2020-01-20 16:18:01","RT @keslasy: הוא לא ידע מלצר... בעצם הוא כן ידע  https://t.co/g3H5bdK7aw","11","0"
"1219292723758411777","2020-01-20 16:16:53","RT @LiberalRiWo: עוד נקודת מבט אופטימית על ישראל. סיכום המאמר  ✔ יותר חדי קרן (חברות הזנק פרטיות בשווי של מעל מיליארד דולר) מצרפת, גרמניה…","16","0"
"1219281678096588801","2020-01-20 15:32:59","@amit_segal בדיוק בגלל המניפולציות שאתם עושים בתקשורת, כמו עכשיו בתוכנית של האח של מקים שלום עכשיו","1","51"
"1219281444050219008","2020-01-20 15:32:04","@amit_segal 1. אני רודף צדק ואומר את האמת תמיד, בלי להתייפיף,  ולא עובד קמפיין ליכוד , לא שר, לא חכ, ולא מחוייב לשו… https://t.co/wW5mwMW0TS","2","196"
"1219279628948459521","2020-01-20 15:24:51","@amit_segal אבל לא אמרת מילה, רק שנייה מה הוא בעצם כתב לא בסדר?  העלה צילום מסך מידיעה עיתונאית שמבוססת על חשיפה *ש… https://t.co/lvRDrj1Nm5","3","123"
"1219278234526851072","2020-01-20 15:19:18","וואו. @amit_segal דיון שלם על כמה אני מפלצת כביכול בגלל הציוץ אתמול. למה? מה עשיתי? ניבלתי את הפה? אמרתי משהו שם של… https://t.co/lDNw0vP17G","42","709"
"1219273385898889222","2020-01-20 15:00:02","RT @Onetruth011: לא נגענו...  הקלטה של השופט מלצר, מפרגן לשחר בן מאיר (מגיע לו הוקרה)  בהמשך השופט מלצר מציין שאם צריך הוא רומז לשחר בן מאי…","17","0"
"1219267637580115968","2020-01-20 14:37:12","RT @doko2015: התביעה חשפה את הג'וב המשפחתי בלהב 433...  https://t.co/0mKikxs5kM דרך @ynetalerts","7","0"
"1219263105131274240","2020-01-20 14:19:11","RT @MidaWebsite: נדהמתם לשמוע את יו""ר ועדת הבחירות מלצר משבח את עורך הדין שהגיש עשרות עתירות נגד הימין? הכל מתחיל בעוד זכות שבית המשפט הרחי…","18","0"
"1219237149733785601","2020-01-20 12:36:03","RT @fakeNaor: *דרוש/ה עותר/ת*  לעתירה לבג""צ בתחום החקיקה. מעניינת, חדשנית, עם פוטנציאל לחשיפה תקשורתית, וסיכויי הצלחה גבוהים -  דרוש/ה עותר…","17","0"
"1219237077017079808","2020-01-20 12:35:46","RT @hananamiur: ""רק נתניהו אשם בירידת אמון הציבור בנו. הוא מסית נגד מערכת המשפט וזו התוצאה""  (תשובתם הקבועה של נציגי החונטה לשאלה למה לדעתם…","18","0"
"1219232315840368640","2020-01-20 12:16:50","RT @KoheletForum: ההקלטות רק מוכיחות את הבעייתיות בהרחבת זכות העמידה כך שעותרים ציבוריים ""מרימים להנחתה"" לשופטים אקטיביסטיים   https://t.co…","12","0"
"1219232196428550145","2020-01-20 12:16:22","@HauserTov תגיד אתה מקבל תשלום מגלצ @shimon_elkabez על חשבון הציבור בחופשה שלך עד הבחירות? ואם כן על מה?","2","51"
"1219231837144473600","2020-01-20 12:14:56","RT @mosheifargan: לגבי שערוריית השופט מלצר שנחשפה, אני מזכיר לכם את שיא החרפה שהוא הביא לוועדת הבחירות כשהוא חקר אזרחים ימניים על פעילותם ב…","32","0"
"1219229895265595392","2020-01-20 12:07:13","RT @ronitlev12: מישהו ראה את צבי האוזר? את יועז אני לא מחפשת, הוא כבר קיבל הוראה לשתוק..","21","0"
"1219227095173337093","2020-01-20 11:56:06","RT @avigrin10: אם אוזניי אינן מטעות אותי, בהקלטות גל""צ נשמע עו""ד מספר ש""השופט מלצר 'הזמין' עתירות בנושא הפייסבוק"", ומלצר מאשר מיד שהוא אכן…","27","0"
"1219223690778419201","2020-01-20 11:42:34","RT @igal_malka: גנץ הבטיח התנתקות נוספת, יועז קשקש על ריבונות בבקעה, טיבי הוריד לו תראש, יאיר שוב קשקש ריבונות, ועכשיו יעל גרמן הסבירה את ה…","31","0"
"1219223014019158018","2020-01-20 11:39:53","RT @Imamofpeace: Judaism existed in Jerusalem for thousands of years. How did Islam arrive in Jerusalem? Did our crazy Caliphs have Faceboo…","1585","0"
"1219221100506370048","2020-01-20 11:32:17","RT @hagit68: מי שמאמין שהבחירות בראשותו היו אמינות הוא תמים.","11","0"
"1219220194289160192","2020-01-20 11:28:40","RT @HaBohanim: אני מבין שלא אצליח לשכנע רבים ממהונדסי התודעה של כחולבנץ שתפרו תיקים תקדימיים לנתניהו.  ועדיין: כשאני מצביע לנתניהו, אני יוד…","23","0"
"1219215362367115264","2020-01-20 11:09:28","@Riklin10 + לסגור את חיל חינוך שהפך פשוט זרוע לשטיפת מוח פרוגרסיבית בהנהלת העמותות של הקרן החדשה","11","185"
"1219212091179130882","2020-01-20 10:56:29","RT @fakemeltzer: אזרחים יקרים, אני נדהם כל פעם מחדש איך חוטבי העצים ושואבי המים מעזים להשמיע תלונות כלפי המעמד השופט. לכו לפצח גרעינים במשח…","5","0"
"1219209426072166401","2020-01-20 10:45:53","@AviCohen_2017 @AmosSchocken1 @IdoDaniel @carmon_omer אבי תהיו חזקים ה ינחם אתכם! שוקן הוא אדם חולה שאמור להיות מאח… https://t.co/ypmBxQ0rGS","6","193"
"1219209249647099904","2020-01-20 10:45:11","RT @AviCohen_2017: @AmosSchocken1 @IdoDaniel @carmon_omer מר שוקן היקר. מחר בבוקר אבטל את המינוי שלי להארץ לאחר כ10 שנים. אתה קראת לבני ז״ל…","83","0"
"1219209079899467776","2020-01-20 10:44:31","Sick!!!!! https://t.co/IA7mTrnuAf","7","100"
"1219207855708000256","2020-01-20 10:39:39","RT @DdongISR: זה דומה לשקריר לפיו ""בגץ רק מגיב לעתירות שמונחות בפניו"". יש כל כך הרבה גורמי שמאל (גלויים או מוסתרים תחת כסות אפוליטית) שלמעש…","5","0"
"1219207767535292416","2020-01-20 10:39:18","@KalmanLiebskind","1","18"
"1219206495973277697","2020-01-20 10:34:15","RT @arutz7heb: שופט העליון מחא לכפיים לפרקליט השמאל https://t.co/0hlaGHKBlq","12","0"
"1219205434449580032","2020-01-20 10:30:01","RT @Onetruth011: ואווו ,זה משהו שחייב שיתופים והרבה. אחד השירשורים החשובים שהיו פה ..  באיזה עולם מטורלל סגן נשיא בית המשפט העליון(שגם היה…","12","0"
"1219205313032867840","2020-01-20 10:29:33","@Riklin10 וואלה אם הוא מפסיק את פרסום משרד הביטחון בהארץ, מפסיק את המינויים של כל צמרת צהל בהארץ, וסוגר את גלצ, אני אשקול להצביע לו","17","295"
"1219204901470900224","2020-01-20 10:27:54","RT @giladzw: סיפור גדול שמסביר כל כך הרבה דברים. עצוב לומר, אבל אנחנו פשוט לא חיים בדמוקרטיה","21","0"
"1219204850422099969","2020-01-20 10:27:42","RT @mosheifargan: הבנתם? כ""כ פשוט. אל תאמרו אקטיביזם משפטי, אלא אימרו 'אקטיביזם שמאלני'. האוליגרכיה המשפטית בכלל ובג""צ בפרט הם המוסד הפוליט…","13","0"
"1219204817115131905","2020-01-20 10:27:34","RT @ohana_israel: https://t.co/g3krOH1upb","7","0"
"1219204799830331393","2020-01-20 10:27:30","RT @ohana_israel: הליך הוגן וראוי‍♂️   *האם במועד א' גנבו את הבחירות?!*","15","0"
"1219204037746348032","2020-01-20 10:24:28","@Riklin10 ולסגור את גלצ","5","73"
"1219203625903370242","2020-01-20 10:22:50"," https://t.co/kS94HPVy4k","14","128"
"1219201263084109824","2020-01-20 10:13:27","היו צריכות להפסל *","1","48"
"1219198322541461504","2020-01-20 10:01:46","RT @RotterNews: ברקאי לגרמן: איך את מרגישה עם הקריצות ימינה של כחול לבן? תשובתה: אנחנו מדברים על הסדר שמבוסס על התנתקות. https://t.co/wqphC…","13","0"
"1219196889196847104","2020-01-20 09:56:04","Wow. נו טוב זה מסביר איך בלד עברה את אחוז החסימה באפריל עם 3000 קולות, למרות ש30 קלפיות במגזר הערבי היו צריכות להפס… https://t.co/Xzjb1MERmh","37","360"
"1219194033723072512","2020-01-20 09:44:43","מופנה ל@YoazHendel1 ו@ZviHauser https://t.co/PRzMFdrSad","6","58"
"1219191889578135557","2020-01-20 09:36:12","RT @moxypen500: חבל שגנץ לא לוקח דוגמה מיאיר נתניהו, איך נואמים נכון ומרשים. לא צריך פרומפטר, מקובל להציץ מידי פעם בדף. כמובן שחייבים לדעת…","22","0"
